projectname,classification,commenttext
apache-jmeter-2.10,DESIGN,// N.B. Commons IO IOUtils has equivalent methods; these were added before IO was included // TODO - perhaps deprecate these in favour of Commons IO?
apache-jmeter-2.10,DESIGN,// TODO should this be getMin()?
apache-jmeter-2.10,DESIGN,"/*
                 * Fix bug: -D arg1=arg2 was causing parse error; however
                 * --define arg1=arg2 is OK This seems to be because the parser
                 * skips the terminator for the long options, but was not doing
                 * so for the short options.
                 */"
apache-jmeter-2.10,DESIGN,// TODO improve the error handling
apache-jmeter-2.10,DESIGN,// TODO improve the error handling
apache-jmeter-2.10,DESIGN,"/**
     * Add logTargets to root logger
     * FIXME What's the clean way to add a LogTarget afterwards ?
     * @param logTargets LogTarget array
     */"
apache-jmeter-2.10,DESIGN,"// hack to reduce the need to load every class in non-GUI mode, which only needs functions // TODO perhaps use BCEL to scan class files instead? // class name should contain this string // class name should not contain this string"
apache-jmeter-2.10,DESIGN,"/*
             * TODO: Exact ordering is only required for some tests; change the
             * comparison to do a set compare where necessary.
             */"
apache-jmeter-2.10,DESIGN,"// TODO field always true, what for ?"
apache-jmeter-2.10,DESIGN,// TODO - improve this check
apache-jmeter-2.10,DESIGN,// TODO - could this be return?
apache-jmeter-2.10,DESIGN,"// TODO field always true, what for ?"
apache-jmeter-2.10,DESIGN,//very wrong.
apache-jmeter-2.10,DESIGN,// Remember to change this when the class changes ...
apache-jmeter-2.10,DESIGN,// TODO - should this be a failure?
apache-jmeter-2.10,DESIGN,"/*
     * Wrapper to convert a JUnit4 class into a TestCase
     *
     *  TODO - work out how to convert JUnit4 assertions so they are treated as failures rather than errors
     */"
apache-jmeter-2.10,DESIGN,// Method is broken anyway
apache-jmeter-2.10,DESIGN,// TODO should really return most specific (i.e. longest) match.
apache-jmeter-2.10,DESIGN,"// TODO - should this be done for embedded usage? // Note: the element is a ConfigTestElement when used standalone, so we cannot use FTPSampler access methods"
apache-jmeter-2.10,DESIGN,"// TODO: replace all this url2 mess with a proper method // ""areEquivalent(url1, url2)"" that // would also ignore case in protocol and host names, etc. -- use that // method in the CookieManager too."
apache-jmeter-2.10,DESIGN,// TODO is this possible?
apache-jmeter-2.10,DESIGN,"/*
     * Holder for storing cache details.
     * Perhaps add original response later?
     */"
apache-jmeter-2.10,DESIGN,// TODO not used by GUI
apache-jmeter-2.10,DESIGN,// not currently used
apache-jmeter-2.10,DESIGN,// TODO correct URL?
apache-jmeter-2.10,DESIGN,"// NOTE: the handling of simple- vs. double-quotes could be formally // more accurate, but I can't imagine a session id containing // either, so we should be OK. The whole set of expressions is a // quick hack anyway, so who cares."
apache-jmeter-2.10,DESIGN,// TODO fix this when there is a real implementation
apache-jmeter-2.10,DESIGN,"/*
         * TODO improve string version to better match browser behaviour? e.g.
         * do browsers regard http://host/ and http://Host:80/ as the same? If
         * so, it would be better to reflect this in the string
         */"
apache-jmeter-2.10,DESIGN,// Code also allows for LF only (not sure why - perhaps because the test code uses it?)
apache-jmeter-2.10,DESIGN,// hack to skip processing
apache-jmeter-2.10,DESIGN,// TODO: find a way to avoid the cost of creating a String here -- // probably a new PatternMatcherInput working on a byte[] would do // better.
apache-jmeter-2.10,DESIGN,// TODO should setBaseForScript be called here rather than above?
apache-jmeter-2.10,DESIGN,"// Java 1.6.0_22+ no longer allows Content-Length to be set, so don't check it. // See: http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=6996110 // TODO any point in checking the other headers?"
apache-jmeter-2.10,DESIGN,"// SampleEvent is not passed JMeterVariables, because they don't make sense for Proxy Recording // TODO - is this the correct threadgroup name?"
apache-jmeter-2.10,DESIGN,// TODO needs cleaning up
apache-jmeter-2.10,DESIGN,// $NON-NLS-1$ TODO should this be a variable?
apache-jmeter-2.10,DESIGN,// hack to skip processing
apache-jmeter-2.10,DESIGN,// TODO replace repeated substr() above and below with more efficient method.
apache-jmeter-2.10,DESIGN,"// TODO perhaps make more specific than this? // no point parsing anything else, e.g. GIF ..."
apache-jmeter-2.10,DESIGN,// won't work: writeErrorToClient(HttpReplyHdr.formInternalError()); // Generate result (if nec.) and populate it // hack to skip processing
apache-jmeter-2.10,DESIGN,"// TODO - should this be done when the client is created? // If so, then the details need to be added as part of HttpClientKey"
apache-jmeter-2.10,DESIGN,// HACK
apache-jmeter-2.10,DESIGN,// May be replaced later
apache-jmeter-2.10,DESIGN,"// TODO hack, to be removed later"
apache-jmeter-2.10,DESIGN,// Could we drop the Sync here?
apache-jmeter-2.10,DESIGN,// TODO - should LF-only EOL be allowed? 
apache-jmeter-2.10,DESIGN,// DirContext dc = //TODO perhaps return this?
apache-jmeter-2.10,DESIGN,// $NON-NLS-1$ // TODO - change to use URL version? Will this affect test plans?
apache-jmeter-2.10,DESIGN,// TODO specify collection type without breaking callers
apache-jmeter-2.10,DESIGN,// TODO - can this eever happen?
apache-jmeter-2.10,DESIGN,// All form parameter always have text/plain as mime type //TODO make this a parameter?
apache-jmeter-2.10,DESIGN,// $NON-NLS-1$ // TODO can this be obtained from the file somehow?
apache-jmeter-2.10,DESIGN,// Does not appear to be used
apache-jmeter-2.10,DESIGN,// NOTUSED: GuiPackage guiPack =
apache-jmeter-2.10,DESIGN,// Allow serializable test to work // TODO: is the serializable test necessary now that JMeterTreeNode is // no longer a GUI component?
apache-jmeter-2.10,DESIGN,// TODO is null correct?
apache-jmeter-2.10,DESIGN,// TODO - how to handle thread stopped here
apache-jmeter-2.10,DESIGN,// Slight hack - we need to ensure the TestClass is not reset by the previous call
apache-jmeter-2.10,DESIGN,// TODO should this be called if basedir == null?
apache-jmeter-2.10,DESIGN,// May be replaced later
apache-jmeter-2.10,DESIGN,// TODO - could be converted to generic class?
apache-jmeter-2.10,DESIGN,// TODO does not appear to be used
apache-jmeter-2.10,DESIGN,// TODO not used?
apache-jmeter-2.10,DESIGN,// TODO: make static?
apache-jmeter-2.10,DESIGN,// Hack to allow entire URL to be provided in host field
apache-jmeter-2.10,DESIGN,"// TODO Should this be OK ? //assertEquals(contentEncoding, s.getContentEncoding()); // Check arguments // We should have one argument, with the value equal to the post body"
apache-jmeter-2.10,DESIGN,// TODO downcase UPPER case non-final variables
apache-jmeter-2.10,DESIGN,// TODO - belongs elsewhere 
apache-jmeter-2.10,DESIGN,// TODO can this happen?
apache-jmeter-2.10,DESIGN,"// TODO needed here because currently done on sample completion in JMeterThread, // but that only catches top-level samples."
apache-jmeter-2.10,DESIGN,// TODO : This is a bit fragile
apache-jmeter-2.10,DESIGN,"// TODO is this correct? // If this is not the first file we can't write its header now // for simplicity we always save it, even if there is only one file"
apache-jmeter-2.10,DESIGN,// Remember to change this when the class changes ...
apache-jmeter-2.10,DESIGN,// TODO - should this return something else?
apache-jmeter-2.10,DESIGN,// Don't allow override of Content-Length // This helps with SoapSampler hack too // TODO - what other headers are not allowed?
apache-jmeter-2.10,DESIGN,//$NON-NLS-1$ TODO should this be variable?
apache-jmeter-2.10,DESIGN,// TODO - is this the correct default?
apache-jmeter-2.10,DESIGN,// May be replaced later
apache-jmeter-2.10,DESIGN,// TODO do we need to add a charset for the file contents? // $NON-NLS-1$
apache-jmeter-2.10,DESIGN,"// TODO merge put and post methods as far as possible. // e.g. post checks for multipart form/files, and if not, invokes sendData(HttpEntityEnclosingRequestBase)"
apache-jmeter-2.10,DESIGN,"// Get the content length, it tells us how much data to read // TODO : Maybe support chunked encoding, then we cannot rely on content length"
apache-jmeter-2.10,DESIGN,// TODO: is this the correct default?
apache-jmeter-2.10,DESIGN,// TODO - is this the correct default?
apache-jmeter-2.10,DESIGN,// TODO should we allow mimetype only?
apache-jmeter-2.10,DESIGN,"/*
     * TODO should these fields be public?
     * They don't appear to be used externally.
     * 
     * Also, are they any different from HTTPConstants.GET etc. ?
     * In some cases they seem to be used as the method name from the Tomcat log.
     * However the RMETHOD field is used as the value for HTTPSamplerBase.METHOD,
     * for which HTTPConstants is most approriate.
     */"
apache-jmeter-2.10,DESIGN,// NOTUSED org.apache.jmeter.monitor.model.Status st = // TODO - charset?
apache-jmeter-2.10,DESIGN,// Remember to change this when the class changes ...
apache-jmeter-2.10,DESIGN,// TODO: find out how to retrieve these from the script // At present the script has to use SampleResult methods to set them. // $NON-NLS-1$ // $NON-NLS-1$
apache-jmeter-2.10,DESIGN,// TODO: process warnings? Set Code and Message to success?
apache-jmeter-2.10,DESIGN,// TODO - should the encoding be configurable? // $NON-NLS-1$
apache-jmeter-2.10,DESIGN,//$NON-NLS-1$ // TODO - probably wrong
apache-jmeter-2.10,DESIGN,"// TODO Method with 0 reference, really useful ?"
apache-jmeter-2.10,DESIGN,"// TODO Method with 0 reference, really useful ?"
apache-jmeter-2.10,DESIGN,// Maybe we should consider creating a global cache for the // random files to make JMeter more efficient.
apache-jmeter-2.10,DESIGN,// Maybe we should consider creating a global cache for the // random files to make JMeter more efficient.
apache-jmeter-2.10,DESIGN,"/*
                 * JMeterTreeNode and TestBeanGUI are special GUI classes, and
                 * aren't intended to be added to menus
                 *
                 * TODO: find a better way of checking this
                 */"
apache-jmeter-2.10,DESIGN,// MenuBar related methods // TODO: Do we really need to have all these menubar methods duplicated // here? Perhaps we can make the menu bar accessible through GuiPackage?
apache-jmeter-2.10,DESIGN,// Should we use java.naming.security.[principal|credentials] to create the QueueConnection?
apache-jmeter-2.10,DESIGN,// TODO set different status if not enough messages found?
apache-jmeter-2.10,DESIGN,// TODO fix this when there is a real implementation
apache-jmeter-2.10,DESIGN,// Allow serializable test to work // TODO: is the serializable test necessary now that JMeterTreeNode is // no longer a GUI component?
apache-jmeter-2.10,DESIGN,"/**
 * FIXME BROKEN CODE
 */"
apache-jmeter-2.10,DESIGN,// NOTUSED private String chosenFile;
apache-jmeter-2.10,DESIGN,"/*
 * Find all beans out there and check their resource property files: - Check
 * that non-default property files don't have any extra keys. - Check all
 * necessary properties are defined at least in the default property file,
 * except for beans whose name contains ""Experimental"" or ""Alpha"". 
 * 
 * TODO: - Check property files don't have duplicate keys (is this important)
 * 
 */"
apache-jmeter-2.10,DESIGN,// This could perhaps be a variable name
apache-jmeter-2.10,DESIGN,"// results.setResponseCode(""???""); TODO what code should be set here?"
apache-jmeter-2.10,DESIGN,"// Should we add the ""_"" separator?"
apache-jmeter-2.10,DESIGN,// TODO - should we skip processing here?
apache-jmeter-2.10,DESIGN,//TODO add some real tests now that split() has been removed
apache-jmeter-2.10,DESIGN,"// NOT USED transient protected ThreadGroup THREADGROUP = null; // Anyway, was this supposed to be the class from java.lang, or // jmeter.threads?"
apache-jmeter-2.10,DESIGN,// all the others could be private too?
apache-jmeter-2.10,DESIGN,// TODO can this ever happen?
