@relation comments-weka.filters.unsupervised.instance.RemovePercentage-P50.0
@attribute comment string
@attribute classification {TEST,IMPLEMENTATION,DESIGN,DEFECT,DOCUMENTATION}
@data
'/**\n     * <p>Determines if the FigEdge is currently connected to the correct\n     * FigNodes, if not the edges is the correct FigNodes set and the edge\n     * rerouted.\n     * <p>Typically this is used when a user has amended from the property\n     * panel a relationship from one model element to another and the graph\n     * needs to react to that change.\n     * <p>e.g. if the participant of an association end is changed.\n     * <p>Calls a helper method (layoutThisToSelf) to avoid this edge\n     * disappearing if the new source and dest are the same node.\n     *\n     * TODO: This method is called far too frequently. It should only be called\n     * when a specific event is received. It seems to be currently called whenever\n     * any event is received from the owner.\n     *\n     * @return boolean whether or not the update was sucessful\n     */','DESIGN'
'/**\n * TODO: this class should be moved to package\n * org.argouml.uml.ui.behavior.common_behavior\n */','DESIGN'
'// TODO: Dependency cycle between FigNodeModelElement and FigEdgeME // Is this needed?  If so, introduce a Removable interface to decouple','DESIGN'
'/**\n     * FigMyCircle is a FigCircle with corrected connectionPoint method:\n     *   this methods calculates where a connected edge ends.<p>\n     *   \n     *   TODO: Once we are at GEF version 0.13.1M4, this whole class can be \n     *   removed, since it was taken over by GEF.\n     */','DESIGN'
'/**\n         * Compute the border point of the ellipse that is on the edge\n         *   between the stored upper left corner and the given parameter.<p>\n         *   \n         *   TODO: Once we are at GEF version 0.13.1M4, this method \n         *   and in fact the whole class can be \n         *   removed, since it was taken over by GEF in revision 1279.\n         *\n         * @param anotherPt  The remote point to which an edge is drawn.\n         *\n         * @return           The connection point on the boundary of the\n         *                   ellipse.\n         */','DESIGN'
'/**\n * Class to display graphics for N-ary association (association node),\n * i.e. the diamond. <p>\n * \n * TODO: Improve the location of the stereotypes!\n *\n * @author pepargouml@yahoo.es\n */','DESIGN'
'/**\n     * The constructor.\n     * TODO: The "name" parameter is used for the icon and for the tooltip.\n     * This makes i18n of the tooltip impossible.\n     *\n     * @param modeClass the next global editor mode\n     * @param arg the name of a new argument for the new mode\n     * @param value the value of a new argument for the new mode\n     * @param name the name of the command that is the tooltip text.\n     */','DESIGN'
'// TODO: Can we find a better way to do this than hard coding colour?','DESIGN'
'// TODO: Send an event instead of calling Explorer directly','DESIGN'
'// TODO: Find a way to replace this dependency on Project','DESIGN'
'/**\n     * Sets the target of the property panel. The given target t\n     * may either be a Diagram or a modelelement. If the target\n     * given is a Fig, a check is made if the fig has an owning\n     * modelelement and occurs on the current diagram.\n     * If so, that modelelement is the target.\n     *\n     * @deprecated As of ArgoUml version 0.13.5,\n     *         the visibility of this method will change in the future,\n     *         replaced by {@link org.argouml.ui.targetmanager.TargetManager}.\n     *         TODO: MVW: I think this should not be deprecated.\n     *\n     * @param target the new target\n     * @see org.argouml.ui.TabTarget#setTarget(java.lang.Object)\n     */','DESIGN'
'// TODO: This needs to use a different method than that used by the // constructor if it wants to allow the method to be overridden','DESIGN'
'// TODO: Can we delegate this to a specialist FigName class?','DESIGN'
'// TODO: Replace magic numbers with constants','DESIGN'
"/**\n * Information about a source unit and its content, whether\n * it exists only in memory or it's stored in a file.\n * \n * TODO: Making this an interface instead of a class would allow \n * more flexibility in dealing with non-file-based resources. - tfm\n * \n * @author aslo\n */",'DESIGN'
'// TODO: Without the null check the following throws a NPE so many // times when it is called from FigEdgeModelElement.modelChanged(), // we need to think about it.','DESIGN'
'// TODO: This should be managed by the DetailsPane TargetListener - tfm // remove the following line','DESIGN'
"// TODO: This can't depend on ProjectBrowser.  It needs to get // the current drawing area from the Diagram subsystem or GEF",'DESIGN'
'/**\n     * Create the main draggable label for the association.\n     * This can be overridden in subclasses to change behaviour.\n     * TODO: Consider introducing this to FigEdgeModelElement and\n     * using throughout all edges.\n     *\n     * @param owner owning uml element\n     * @param settings rendering settings\n     */','DESIGN'
'/* MVW: for this case, I had to move the\n                     * call to setSelectedItem() outside the "buildingModel",\n                     * otherwise the combo does not update\n                     * with the new selection. See issue 5418.\n                     **/','DESIGN'
'/* MVW: for this case, I have to move the\n             * call to setSelectedItem() outside the "buildingModel", otherwise\n             * the combo does not update with the new selection.\n             * The same does probably apply to the cases above! */','DESIGN'
'/**\n * The Fig for a permission, which is a form of dependency.\n * <p>\n * TODO: In UML 2.x, the import and access Permissions have become\n * PackageImports with public visibility and non-public visibility respectively.\n * (ArgoUML only supports the <<import>> Permission currently). The friend\n * Permission has been dropped. Also the type hierarchy has been reorganized so\n * that PackageImport is not a subtype of Dependency.\n * \n * @author Markus Klink\n */','DESIGN'
'// TODO: How does the pressed cancel become a java.lang.Exception?','DESIGN'
'/**\n * Action to trigger code generation for one or more classes.\n * <p>\n * In fact, only all named classes and interfaces\n * on the active diagram are generated.\n * Or, if this delivers an empty collection, all selected classes, interfaces\n * and the contents of selected packages are generated\n * (independent if they are named or not). <p>\n * TODO: Implement a more logical behaviour.\n */','DESIGN'
'// TODO: Bob says - if the model element is not named we could // generate a name. e.g. a generalization becomes "Class A -> Class B"','DESIGN'
'// hack to make sure that the right height is // applied when no icon is used.','DESIGN'
